gene	ISV	WSV	pv	pv.BH	pv.Bonf
CD40LG	0.657697829183908	0.342302170816092	5.15964606942873e-09	4.65427829059911e-08	9.51799910427517e-05
CD44	0.56171181907297	0.43828818092703	5.66379966565048e-05	0.000221028374089812	1
CD46	0.57710953299734	0.422890467002661	1.65672029824912e-05	7.32363272029752e-05	0.305615193418016
CD47	0.514559679278325	0.485440320721675	0.00143265801375934	0.00379171339739148	1
CD48	0.597326802130861	0.402673197869139	2.86310832459968e-06	1.49975750756474e-05	0.0528157592638903
CD5	0.69436335650474	0.30563664349526	4.36967850225926e-11	5.68458810516055e-10	8.06074593311766e-07
CD52	0.588128717848141	0.411871282151859	6.49547756134319e-06	3.15404249997625e-05	0.119822074574098
CD53	0.443056529825574	0.556943470174426	0.048398543512762	0.0751458574345528	1
CD55	0.479358839969058	0.520641160030942	0.00985788807800806	0.0196805694128804	1
CD58	0.703020903297886	0.296979096702114	1.25308126009457e-11	1.80027959540223e-10	2.31155900049646e-07
CD59	0.653210367658353	0.346789632341648	8.77655631617832e-09	7.58319130513075e-08	0.000161901134364541
CD5L	0.385284080284943	0.614715919715057	0.281733360550499	0.329349512172056	1
CD6	0.704444322306675	0.295555677693325	1.01547402449001e-11	1.48199757355753e-10	1.87324493297671e-07
CD63	0.602808185352033	0.397191814647967	1.72797707889153e-06	9.43914515081787e-06	0.031875993174312
CD68	0.701301858216247	0.298698141783753	1.61229411649591e-11	2.27385241337921e-10	2.97419895670001e-07
CD69	0.535004256381894	0.464995743618106	0.000388222119766469	0.00121402499463164	1
CD7	0.65228846084317	0.34771153915683	9.7756193199981e-09	8.36026191914719e-08	0.000180330849596005
CD70	0.41799884361322	0.582001156386781	0.116210528322792	0.156169273400638	1
CD72	0.688799673580101	0.311200326419899	9.49988244866866e-11	1.16829554353727e-09	1.75244331530591e-06
CD74	0.638360466964049	0.361639533035951	4.72411121334622e-08	3.55406523460839e-07	0.000871456795525976
CD79B	0.70189841871692	0.29810158128308	1.47759843961428e-11	2.10156194414531e-10	2.72572584155647e-07
CD80	0.792247568064532	0.207752431935468	8.33949879647712e-19	3.80788946283697e-17	1.53838734298613e-14
CD81	0.628076569631475	0.371923430368525	1.42111379966535e-07	9.75271066310518e-07	0.00262152862624267
CD82	0.622131724235954	0.377868275764046	2.62523224941971e-07	1.71364682608087e-06	0.00484276593050455
CD83	0.352974601581269	0.647025398418732	0.517391352921957	0.553454235276969	1
CD84	0.737683574429008	0.262316425570992	4.87510978270017e-14	1.06806591640701e-12	8.993115016147e-10
CD86	0.681781873263365	0.318218126736636	2.46023570891668e-10	2.82766156525769e-09	4.53839681223859e-06
CD8A	0.863495186646416	0.136504813353584	6.34462666334143e-28	9.9199885580527e-26	1.17039328058659e-23
CD8B	0.767962156108192	0.232037843891808	1.63954495294735e-16	5.21460099086546e-15	3.02446857470197e-12
CD9	0.891563761387066	0.108436238612934	4.09018790477957e-33	1.07788137542098e-30	7.54516962794687e-29
CD93	0.705996882325438	0.294003117674562	8.06074829465304e-12	1.19820003055169e-10	1.48696623791465e-07
CD96	0.654744297351547	0.345255702648453	7.32805522316427e-09	6.4402398619205e-08	0.000135180634701711
CD97	0.636533594845206	0.363466405154794	5.76655760472262e-08	4.26013969300433e-07	0.00106375688134318
CD99	0.839330827263198	0.160669172736802	2.54005073569208e-24	2.6031286622951e-22	4.68563159213118e-20
CD99L2	0.516354325113251	0.483645674886749	0.00128469663776136	0.00344059217142621	1
CDA	0.714410071920993	0.285589928079007	2.23828028500862e-12	3.66042166822287e-11	4.12895564175539e-08
CDADC1	0.44447528192595	0.55552471807405	0.0458122550948286	0.0719353872089446	1
CDAN1	0.441174384711811	0.558825615288189	0.0520098311426232	0.0798190811221273	1
CDC123	0.605120262841464	0.394879737158536	1.39113991787312e-06	7.78118801243342e-06	0.0256623580650054
CDC14A	0.630690464534016	0.369309535465984	1.07931957728023e-07	7.56466878498802e-07	0.00199102082420885
CDC16	0.581214096276762	0.418785903723238	1.17551401845133e-05	5.37951347395321e-05	0.216847070983716
CDC20	0.369437366107065	0.630562633892935	0.391725657532419	0.435894427342703	1
CDC20B	0.49229949915098	0.50770050084902	0.00507724772029435	0.0111473445246691	1
CDC20P1	0.484332724434197	0.515667275565804	0.00768590084372388	0.015893040338995	1
CDC23	0.469175003886249	0.530824996113751	0.0160270671377056	0.0298366442112479	1
CDC25A	0.316384308681536	0.683615691318464	0.77899667423839	0.794018767249175	1
CDC25B	0.67304212995589	0.326957870044111	7.71610398758684e-10	8.064530892862e-09	1.42338970259014e-05
CDC25C	0.376204066089948	0.623795933910052	0.342901926008739	0.389406047099434	1
CDC26	0.473562213946778	0.526437786053222	0.0130496926250642	0.0250262688277948	1
CDC27	0.539073347507834	0.460926652492166	0.000294323649083756	0.000955037529401592	1
CDC34	0.634113708361134	0.365886291638866	7.4908424608972e-08	5.43174413821425e-07	0.00138183570876171
CDC37	0.495901265055453	0.504098734944547	0.00418202221844201	0.00945297927503979	1
CDC37L1	0.544020092980389	0.455979907019611	0.000208566429862499	0.000702212982601482	1
CDC40	0.482846930855982	0.517153069144018	0.00828570951436518	0.0169452864092566	1
CDC42	0.408539400436057	0.591460599563943	0.1545933678805	0.19859219061919	1
CDC42BPA	0.612371063345625	0.387628936654375	6.94268459574328e-07	4.12602135108493e-06	0.0128071702737676
CDC42BPB	0.431891494877043	0.568108505122957	0.0730819115372443	0.105986008028895	1
CDC42BPG	0.401575537907119	0.598424462092881	0.187816118438316	0.23395529318871	1
CDC42EP1	0.643017714530418	0.356982285469582	2.82037774620717e-08	2.21960359574589e-07	0.000520275082842836
CDC42EP2	0.578623049339229	0.421376950660771	1.46094475758566e-05	6.53968647007589e-05	0.269500479431827
CDC42EP3	0.703897467074416	0.296102532925584	1.10108549703384e-11	1.59809002075399e-10	2.03117241637832e-07
CDC42EP4	0.45268343252472	0.54731656747528	0.0329634306774735	0.0545262200239735	1
CDC42EP5	0.296862245456964	0.703137754543036	0.878610741666046	0.88683149220363	1
CDC42SE1	0.566342833335397	0.433657166664603	3.95056982696848e-05	0.000160167388127665	0.728761615980876
CDC42SE2	0.510215811798063	0.489784188201937	0.00185707119645813	0.0047329914839822	1
CDC45	0.454253818582672	0.545746181417328	0.0308825218255148	0.0517150019724728	1
CDC5L	0.529963242412401	0.470036757587599	0.000542765443327436	0.0016293562462264	1
CDC6	0.428446887933552	0.571553112066449	0.0824013135671792	0.117008469815546	1
CDC7	0.77814911946129	0.22185088053871	1.94998463356771e-17	7.08097766445347e-16	3.59713665354236e-13
CDC73	0.351820938841238	0.648179061158762	0.526344659483641	0.56172866262625	1
CDCA2	0.497768370754812	0.502231629245188	0.00377585791232722	0.00866333966526123	1
CDCA3	0.325814360742661	0.674185639257339	0.718797893411517	0.738165381047835	1
CDCA4	0.437544354393139	0.562455645606861	0.0595825542064293	0.0893592989793497	1
CDCA5	0.427718191970398	0.572281808029602	0.0844842224061619	0.119506207401769	1
CDCA7	0.623846331887073	0.376153668112927	2.20305974328472e-07	1.45924032618934e-06	0.00406398430843732
CDCA7L	0.736093088831883	0.263906911168117	6.42215807534473e-14	1.37915657760052e-12	1.18469550015884e-09
CDCA8	0.444708265672691	0.555291734327309	0.0453984398788546	0.0713586418238949	1
CDCP1	0.55531913234874	0.44468086765126	9.19138778956581e-05	0.000339242758211526	1
CDH1	0.694089076314593	0.305910923685407	4.54235110693708e-11	5.8801930434855e-10	8.37927508696683e-07
CDH10	0.355320250894139	0.644679749105861	0.499192411570002	0.536882137140382	1
CDH11	0.390261620513876	0.609738379486124	0.250730343254753	0.298864218274776	1
CDH12	0.407885484067544	0.592114515932456	0.157532308902575	0.201709442881203	1
CDH13	0.532592415634477	0.467407584365523	0.000456228487598471	0.00140103993852655	1
CDH15	0.396044441510246	0.603955558489754	0.217216765165496	0.264628032426885	1
CDH16	0.42587283575616	0.57412716424384	0.0899378213613108	0.125859732260059	1
CDH17	0.388538344376919	0.611461655623081	0.261245324915869	0.309260739790221	1
CDH18	0.353232916678048	0.646767083321952	0.515386490183113	0.551533506462924	1
CDH19	0.314917407666839	0.685082592333161	0.78770305537382	0.802139567346445	1
CDH2	0.631673289989243	0.368326710010757	9.72434147262199e-08	6.89676767187458e-07	0.00179384927145458
CDH20	0.392046304797229	0.607953695202772	0.240092429426043	0.287993399236773	1
CDH22	0.414775743379016	0.585224256620984	0.128429896233803	0.169892168936892	1
CDH23	0.769952018615497	0.230047981384503	1.09164721299529e-16	3.54535495389509e-15	2.01376161381241e-12
CDH24	0.421138915957249	0.578861084042751	0.105136053842403	0.143450058079202	1
CDH26	0.444465960782464	0.555534039217536	0.0458288742245225	0.0719493823676397	1
CDH3	0.376098469640977	0.623901530359023	0.343644683504974	0.390009442390566	1
CDH4	0.469077642273416	0.530922357726584	0.0160992706198456	0.0299477169760324	1
CDH5	0.399138324328976	0.600861675671024	0.200445248350128	0.247166677561151	1
CDH6	0.36150982710604	0.63849017289396	0.451446497502336	0.492858705061584	1
CDH7	0.295135517358675	0.704864482641325	0.885680840183056	0.89328345865811	1
CDH8	0.397515544910543	0.602484455089457	0.209139610703803	0.25641355833132	1
CDH9	0.397523725157975	0.602476274842025	0.20909521469532	0.256389714039283	1
CDHR1	0.634129952160014	0.365870047839986	7.47777062057779e-08	5.42439774430981e-07	0.00137942434637798
CDHR2	0.413325973533521	0.586674026466479	0.13421312964659	0.176240717724278	1
CDHR3	0.511569336477469	0.488430663522532	0.00171397344079734	0.00441853274990635	1
CDHR4	0.330439560224826	0.669560439775174	0.686880625545815	0.70909882474921	1
CDHR5	0.446536367537284	0.553463632462716	0.0422555720855673	0.0673133452730966	1
CDIPT	0.494270167718449	0.505729832281551	0.00456831771558646	0.0101959118831288	1
CDK1	0.576002664373351	0.423997335626649	1.81528365960458e-05	7.9521580785385e-05	0.334865376687256
CDK10	0.637624925448176	0.362375074551824	5.12002003536746e-08	3.82075281522749e-07	0.000944490095924235
CDK12	0.49898463560182	0.50101536439818	0.00353063854669584	0.00819344436669997	1
CDK13	0.649180586395782	0.350819413604218	1.40137564213871e-08	1.16028619706161e-07	0.000258511764705327
CDK14	0.771869042149336	0.228130957850664	7.34700200429431e-17	2.43759255347513e-15	1.35530145973217e-12
CDK15	0.478992338569112	0.521007661430888	0.0100373216346376	0.0199888465831796	1
CDK16	0.64438964893074	0.35561035106926	2.4177763140388e-08	1.92576509780111e-07	0.000446007196650737
CDK17	0.483290379051023	0.516709620948977	0.00810252756066111	0.0166222559954977	1
CDK18	0.497518139443498	0.502481860556502	0.00382816027542283	0.00876589779055672	1
CDK19	0.551718589204074	0.448281410795926	0.000119935984959328	0.000429897636389489	1
CDK2	0.474933247622313	0.525066752377687	0.0122233180166598	0.023667843754941	1
CDK20	0.446204755414237	0.553795244585763	0.0428121338083058	0.0680413054503159	1
CDK2AP1	0.723297824104043	0.276702175895957	5.46141931704869e-13	9.88683043587803e-12	1.00746802141597e-08
CDK2AP2	0.474049404096557	0.525950595903443	0.012750666543418	0.0245422797103968	1
CDK4	0.3480676583287	0.6519323416713	0.555420039384452	0.589213495113289	1
CDK5	0.528820044972585	0.471179955027416	0.000584910966817508	0.001733866721016	1
CDK5R1	0.674367150902741	0.325632849097259	6.50734721579115e-10	6.90684891195048e-09	1.20041034089699e-05
CDK5R2	0.498787689071006	0.501212310928994	0.0035693514620522	0.00826746036456473	1
CDK5RAP1	0.427687364997447	0.572312635002553	0.0845732129080378	0.11960442322185	1
CDK5RAP2	0.581369017585345	0.418630982414655	1.16023697668666e-05	5.31995032656995e-05	0.214028915089389
CDK5RAP3	0.46717859972941	0.53282140027059	0.0175644913347693	0.0321629508413993	1
CDK6	0.612670872653745	0.387329127346256	6.74265274715326e-07	4.01749726184548e-06	0.0124381715226736
CDK7	0.483815839696643	0.516184160303357	0.00789008278541697	0.0162514914183326	1
CDK8	0.469561038424838	0.530438961575162	0.0157435149056566	0.0293680472711747	1
CDKAL1	0.531893434791132	0.468106565208868	0.000477899180523647	0.00145860459681001	1
CDKL1	0.48276978461226	0.51723021538774	0.00831794626817114	0.0170074434503384	1
CDKL2	0.447151782211889	0.552848217788111	0.041238317440303	0.0659262710651936	1
CDKL3	0.405336654349428	0.594663345650572	0.169345000561608	0.214465688957846	1
CDKL4	0.410600778809201	0.589399221190799	0.145572899011644	0.188646523924678	1
CDKL5	0.42411997425748	0.57588002574252	0.0953598660735975	0.132187722007586	1
CDKN1A	0.395272008894537	0.604727991105463	0.221531655665081	0.269120477580095	1
CDKN1B	0.483173729316828	0.516826270683172	0.0081503655545004	0.0167028380729423	1
CDKN1C	0.656240529675456	0.343759470324544	6.13838450820882e-09	5.47821862713731e-08	0.000113234779022928
CDKN2A	0.580776715929222	0.419223284070778	1.21967660364268e-05	5.55583230232914e-05	0.224993743073965
CDKN2AIP	0.484656878477686	0.515343121522314	0.0075602381011328	0.0156788883925348	1
CDKN2AIPNL	0.422226205230436	0.577773794769564	0.10148829668875	0.139285876070469	1
CDKN2B	0.412017357215207	0.587982642784794	0.139588000487992	0.182234950106297	1
CDKN2C	0.389767889951953	0.610232110048047	0.253718780201407	0.301743945482261	1
CDKN2D	0.469395602141004	0.530604397858996	0.0158644996721985	0.0295727996617871	1
CDKN3	0.500549304422577	0.499450695577423	0.00323620664136703	0.00760391082834003	1
CDNF	0.522321716832149	0.477678283167851	0.000887251778888963	0.00250223720610988	1
CDO1	0.661930207901761	0.338069792098239	3.09528851557129e-09	2.91617912393992e-08	5.70987872467436e-05
CDON	0.446784160324773	0.553215839675227	0.0418435487804868	0.0667319049324493	1
CDR1	0.653103630737101	0.346896369262899	8.88699385471567e-09	7.67142609442864e-08	0.00016393837563794
CDR2	0.642021502949817	0.357978497050183	3.15225177681372e-08	2.46187927717539e-07	0.000581495885268828
CDR2L	0.487976863363475	0.512023136636525	0.00637375334188767	0.0135613180966323	1
CDRT1	0.360460652631736	0.639539347368264	0.459492561067288	0.500458125642573	1
CDRT15	0.418213793275759	0.581786206724241	0.115426557885867	0.155274098543031	1
CDS1	0.406455822648871	0.593544177351129	0.164088053361399	0.208912438426235	1
CDS2	0.517220746994772	0.482779253005228	0.00121837038562731	0.00328231372611052	1
CDSN	0.429120661440187	0.570879338559813	0.0805104631247739	0.114774073667906	1
CDT1	0.407390694855843	0.592609305144157	0.159780926169777	0.204246327008099	1
CDV3	0.528792790422409	0.471207209577591	0.000585951524857137	0.00173611432364915	1
CDX1	0.347945355453036	0.652054644546964	0.556364964607123	0.589944502046766	1
CDX2	0.485035355291175	0.514964644708825	0.00741580869465586	0.0154157564785121	1
CDX4	0.31918190199104	0.68081809800896	0.761881818354461	0.778380256047006	1
CDYL	0.432655696603326	0.567344303396674	0.0711294412141806	0.103626978524561	1
CDYL2	0.679391609240653	0.320608390759347	3.37847429593076e-10	3.77942482334959e-09	6.23227153370347e-06
CEACAM1	0.69846140116783	0.30153859883217	2.4344495564104e-11	3.34139069695704e-10	4.49082909671027e-07
CEACAM16	0.397342061261098	0.602657938738902	0.210082497359764	0.257295965263283	1
CEACAM19	0.32605193685309	0.67394806314691	0.717193605309844	0.736722933352862	1
CEACAM20	0.345222660100773	0.654777339899227	0.577335134753667	0.608994809629511	1
CEACAM21	0.572439918821679	0.427560081178321	2.42835154373219e-05	0.00010326371813561	0.447958009272277
CEACAM3	0.692028040602954	0.307971959397046	6.06839499652187e-11	7.68843973220047e-10	1.11943682500839e-06
CEACAM4	0.613616157752689	0.386383842247311	6.14731370370412e-07	3.69861369511513e-06	0.011339949589223
CEACAM5	0.345284377139615	0.654715622860385	0.576861401856413	0.608564696331079	1
CEACAM6	0.699477365905704	0.300522634094296	2.10215521731234e-11	2.90911157492579e-10	3.87784572937608e-07
CEACAM7	0.297935289385262	0.702064710614738	0.874073999024936	0.882783633178921	1
CEACAM8	0.8075041785311	0.1924958214689	2.03467127331911e-20	1.1513368398441e-18	3.75335809789177e-16
CEBPA	0.489503681041808	0.510496318958192	0.00588571435184278	0.0126675735209945	1
CEBPB	0.574330211229101	0.425669788770899	2.08223865709581e-05	8.98504245788219e-05	0.384110565074464
CEBPD	0.637296816381187	0.362703183618813	5.30671126366981e-08	3.95207519906811e-07	0.00097892902680917
CEBPE	0.427115233342726	0.572884766657274	0.0862377879596989	0.121474379542804	1
CEBPG	0.50100982460434	0.49899017539566	0.00315385067281607	0.00743488196161433	1
CEBPZ	0.436166796865153	0.563833203134847	0.0626750753765042	0.0931566445468031	1
CECR1	0.736713167021219	0.263286832978781	5.76935844377865e-14	1.24768294504554e-12	1.06427355212385e-09
CECR2	0.465475566641959	0.534524433358041	0.0189740986441153	0.0343118515525924	1
CECR4	0.36384645312423	0.63615354687577	0.433627168673427	0.47588318046991	1
CECR5	0.525204836787331	0.474795163212669	0.000738798532088549	0.0021248232805484	1
CECR6	0.63081085318473	0.36918914681527	1.06564653476472e-07	7.47802074665109e-07	0.00196579816268048
CEL	0.368561492523516	0.631438507476484	0.398209085472895	0.442056700096186	1
CELA1	0.393473806118534	0.606526193881466	0.23177154531489	0.279589961837809	1
CELA2A	0.407477409310222	0.592522590689778	0.15938529567505	0.203782960168952	1
CELA2B	0.503047073344049	0.496952926655951	0.00281165768000453	0.00673417933303604	1
CELA3A	0.383627253349657	0.616372746650343	0.292470246591097	0.339919269081777	1
CELA3B	0.438010272988483	0.561989727011517	0.0585643606033799	0.0880470057090912	1
CELF1	0.508503967952681	0.491496032047319	0.00205352775216743	0.00515884875993907	1
CELF2	0.618702891997087	0.381297108002913	3.71255622275134e-07	2.35345445502041e-06	0.0068485524641094
CELF3	0.45327775042461	0.54672224957539	0.0321626324840334	0.0534700866468064	1
CELF4	0.342433423266471	0.657566576733529	0.598646162261905	0.62852736227919	1
CELF5	0.481800902511013	0.518199097488987	0.00873228542278931	0.0177444887854367	1
CELF6	0.410693829345241	0.58930617065476	0.145174435248894	0.18822271626626	1
CELP	0.487111875736619	0.512888124263382	0.00666584117679172	0.0140788610245336	1
CELSR1	0.492807722795853	0.507192277204147	0.00494138861144628	0.0108866351027528	1
CELSR2	0.454117954565316	0.545882045434685	0.0310581265601207	0.0519758015653221	1
CELSR3	0.525152686058149	0.474847313941851	0.000741267942353881	0.00213059671745124	1
CEMP1	0.366608869897263	0.633391130102737	0.412777355432778	0.456130688042692	1
CEND1	0.411146500525053	0.588853499474947	0.143246706510751	0.186299492033546	1
CENPA	0.479006510391408	0.520993489608592	0.0100303306687656	0.0199791924035843	1
CENPB	0.418402651192554	0.581597348807446	0.11474091370936	0.154486945127842	1
CENPBD1	0.540452079381235	0.459547920618765	0.000267614878841125	0.000877322137903364	1
CENPC1	0.455149634518033	0.544850365481967	0.0297452427027147	0.0501563521148975	1
CENPE	0.547249543050115	0.452750456949885	0.000165792134799087	0.000573050973979149	1
CENPF	0.566847893622203	0.433152106377797	3.79651931229327e-05	0.000154737940242762	0.700343917538739
CENPH	0.434749378879394	0.565250621120606	0.0659875865420815	0.0973039975173284	1
CENPI	0.419498124482782	0.580501875517218	0.110821948506381	0.149998714806458	1
CENPJ	0.552045397183308	0.447954602816692	0.000117096562503779	0.00042082218751358	1
CENPK	0.941527662924718	0.0584723370752824	1.93819880759446e-47	1.62517970016796e-44	3.57539534036951e-43
CENPL	0.337460871061067	0.662539128938934	0.636018421789885	0.662149772941928	1
CENPM	0.402992215406602	0.597007784593398	0.180713270924269	0.226422448464307	1
CENPN	0.444958262116219	0.555041737883781	0.0449577817008678	0.0707987193986605	1
CENPO	0.556173933947142	0.443826066052858	8.62268723614555e-05	0.000320690950494308	1
CENPP	0.74167201405253	0.25832798594747	2.41891766669231e-14	5.56381224407395e-13	4.46217741974731e-10
CENPQ	0.491250587873879	0.508749412126121	0.00536819269557559	0.011699793319386	1
CENPT	0.404924273913352	0.595075726086647	0.171309720898906	0.216582168557475	1
CENPV	0.622216769931777	0.377783230068223	2.60258525282843e-07	1.7000669319733e-06	0.0048009890158926
CENPW	0.536826547506008	0.463173452493992	0.000343190003543125	0.00109020595752713	1
CEP110	0.525361278841822	0.474638721158178	0.000731435995145141	0.00210627533600412	1
CEP120	0.471238881153587	0.528761118846413	0.0145606489662161	0.0274474035846912	1
CEP135	0.509573641538172	0.490426358461828	0.00192867905891222	0.00489251135860199	1
CEP152	0.449298705783143	0.550701294216857	0.0378449652212911	0.0612821342553684	1
CEP164	0.405154405260619	0.594845594739381	0.170211458004581	0.215400340660665	1
CEP170	0.394816916591483	0.605183083408517	0.224097492684376	0.271736439068474	1
CEP170L	0.410881913278861	0.589118086721139	0.144371310563989	0.187473309086464	1
CEP192	0.608650915888564	0.391349084111436	9.94579503901658e-07	5.73702567494493e-06	0.0183470081084739
CEP250	0.477909930907346	0.522090069092654	0.0105840052273267	0.0209286251933214	1
CEP290	0.421957458348863	0.578042541651137	0.102381085141685	0.140292963720745	1
CEP350	0.375228995393094	0.624771004606906	0.349785306805061	0.395785410944793	1
CEP55	0.545541245761155	0.454458754238845	0.000187280726637388	0.000638943511056021	1
CEP57	0.530945106403086	0.469054893596914	0.000508818946784778	0.00153998082220489	1
CEP63	0.533610587646177	0.466389412353823	0.000426279687416423	0.00132005730968118	1
CEP68	0.605231956559851	0.394768043440149	1.37656411199123e-06	7.70900976742629e-06	0.0253934781739022
CEP70	0.560105847378522	0.439894152621478	6.40544793137759e-05	0.000245657584179049	1
CEP72	0.589154984812825	0.410845015187175	5.93831313401591e-06	2.90413739085873e-05	0.109544062383191
CEP76	0.48670080196669	0.513299198033311	0.00680875170496295	0.014326212227926	1
CEP78	0.659338184360346	0.340661815639654	4.23754061754792e-09	3.89292389302323e-08	7.81699117719064e-05
CEP97	0.524781307256781	0.475218692743219	0.000759073415306296	0.00217558391501682	1
CEPT1	0.555555551486893	0.444444448513107	9.03068853182821e-05	0.00033364532614988	1
CER1	0.332702150703007	0.667297849296993	0.670778903777007	0.694497302462504	1
CERCAM	0.430583807801926	0.569416192198074	0.0765188616381836	0.110121972276453	1
CERK	0.560799679514648	0.439200320485352	6.07452090527914e-05	0.000234673690344889	1
CERKL	0.37575835588648	0.62424164411352	0.346041480600781	0.392271074334333	1
CES1	0.892217968939263	0.107782031060737	2.97802325401936e-33	8.08629087677902e-31	5.49355949668952e-29
CES2	0.460653546949819	0.539346453050181	0.0234989747742331	0.0412058543403306	1
CES3	0.455213528350337	0.544786471649663	0.0296654785149909	0.0500437102735425	1
CES4	0.774341602077748	0.225658397922252	4.38179004763025e-17	1.51652684819203e-15	8.08308810086352e-13
CES7	0.4408885278172	0.5591114721828	0.0525767257983297	0.0805818262547181	1
CES8	0.561386563802255	0.438613436197745	5.80717565734118e-05	0.000225811486827514	1
CETN1	0.404194064775215	0.595805935224785	0.174825267673967	0.220287002239185	1
CETN2	0.435535527118004	0.564464472881996	0.0641338181272747	0.0950109655472082	1
CETN3	0.393429266704146	0.606570733295854	0.232028611712277	0.279857194274066	1
CETP	0.408218767549573	0.591781232450427	0.156029740118287	0.200200362799057	1
CFB	0.432516725842951	0.567483274157049	0.0714814536512368	0.104041216309323	1
CFD	0.779003483236955	0.220996516763045	1.62224388789173e-17	5.94941013915284e-16	2.99255329999388e-13
CFDP1	0.580313225566955	0.419686774433046	1.26818284085186e-05	5.75643918927026e-05	0.233941688651943
CFH	0.910328024825536	0.0896719751744643	1.80527457943543e-37	7.92902384924888e-35	3.33019001668453e-33
CFHR1	0.680044302843401	0.319955697156599	3.09925490342808e-10	3.49035135552734e-09	5.71719552035379e-06
CFHR2	0.450689909639176	0.549310090360824	0.0357710813904476	0.0584316955998925	1
CFHR3	0.343724466508643	0.656275533491357	0.588807473842932	0.619678883499576	1
CFHR4	0.409051301484761	0.590948698515239	0.15231876026542	0.196139519186845	1
CFHR5	0.297093845833674	0.702906154166326	0.877640859314737	0.885997971421165	1
CFI	0.346183966904077	0.653816033095923	0.569947043103667	0.60230368378399	1
CFL1	0.448315151383591	0.551684848616409	0.0393699481744375	0.0633124778985135	1
CFL2	0.478961010580738	0.521038989419262	0.0100527908464781	0.0200112045694379	1
CFLAR	0.564681485722312	0.435318514277688	4.49973094630736e-05	0.000180213931321172	0.830065367665318
CFLP3	0.423546170213358	0.576453829786642	0.0971868259484848	0.134232208615731	1
CFP	0.668614240311823	0.331385759688177	1.35349316852706e-09	1.35916649318556e-08	2.49678884798187e-05
CFTR	0.399544773716535	0.600455226283465	0.198303249071966	0.244967523982492	1
CGA	0.367038983937702	0.632961016062298	0.40955539676455	0.453186275815228	1
CGGBP1	0.466852943199832	0.533147056800168	0.0178268882599301	0.0325757907608649	1
CGN	0.344348273344795	0.655651726655205	0.584037394351756	0.615325707556504	1
CGNL1	0.37475867834772	0.62524132165228	0.353125030333796	0.399025876543187	1
CGREF1	0.405253450881354	0.594746549118646	0.169740209167614	0.214907181778653	1
CGRRF1	0.423665830827859	0.576334169172141	0.0968036971764168	0.133793197108965	1
CH25H	0.556001766890852	0.443998233109148	8.73451560027617e-05	0.000323935684113982	1
CHAC1	0.435587717696073	0.564412282303927	0.0640122134396095	0.0948612870598068	1
CHAC2	0.466154995420158	0.533845004579842	0.0184005682804195	0.0334524751446444	1
CHAD	0.564325072535707	0.435674927464293	4.62652203316049e-05	0.000184650480194097	0.853454519457116
CHADL	0.490209975262	0.509790024738	0.00567137494004176	0.0122620550303505	1
CHAF1A	0.367428339403608	0.632571660596392	0.406644909932435	0.450370956623657	1
CHAF1B	0.553421069183155	0.446578930816846	0.000105817935356844	0.000384180959167035	1
CHAT	0.473498747939081	0.526501252060919	0.0130890900454858	0.0250887826339439	1
CHCHD1	0.447137254135287	0.552862745864713	0.0412620992621911	0.0659585740978889	1
CHCHD10	0.489960584715344	0.510039415284656	0.00574625351628917	0.012402145620099	1
CHCHD2	0.491961599033754	0.508038400966246	0.00516940455314467	0.011317351743634	1
CHCHD3	0.477417369690176	0.522582630309825	0.0108412560487986	0.0213539587391379	1
CHCHD4	0.290530981327468	0.709469018672532	0.903159813391807	0.909818101662225	1
CHCHD5	0.533039583858434	0.466960416141566	0.00044284407124596	0.00136448047140041	1
CHCHD6	0.430165638756859	0.569834361243141	0.0776437910235806	0.111384634342639	1
CHCHD7	0.551310593731254	0.448689406268746	0.000123570918770878	0.000441252949780563	1
CHCHD8	0.46194000620883	0.53805999379117	0.0222106450762253	0.0392933720440536	1
CHCHD9	0.445212518896711	0.554787481103289	0.0445131782701054	0.0702665240072423	1
CHD1	0.368067397708383	0.631932602291617	0.401880927509981	0.445683387626344	1
CHD1L	0.560841172970001	0.439158827029999	6.05524688478935e-05	0.000234027109331048	1
CHD2	0.497579042784513	0.502420957215487	0.00381537115717509	0.00874095277401999	1
CHD3	0.714483046253013	0.285516953746987	2.2130436090097e-12	3.62557863724706e-11	4.08240154554019e-08
CHD4	0.4501111974524	0.5498888025476	0.0366221042218704	0.0596001726141017	1
CHD5	0.404540557198137	0.595459442801863	0.173151272031167	0.218506055216783	1
CHD6	0.538620633457587	0.461379366542413	0.000303618440264514	0.000979854682918036	1
CHD7	0.661516474680313	0.338483525319687	3.2552359338149e-09	3.05080126354961e-08	6.00493372710834e-05
CHD8	0.35591660718337	0.64408339281663	0.494570060915745	0.532345309470927	1
CHD9	0.37642133810146	0.62357866189854	0.341375731454281	0.388008843449915	1
CHDH	0.340325711488251	0.659674288511749	0.61459775814227	0.64289678732353	1
CHEK1	0.479718653128506	0.520281346871494	0.00968446197121134	0.0193931035587208	1
CHEK2	0.542342057859037	0.457657942140963	0.000234641354913388	0.000780178275790782	1
CHERP	0.391832064064076	0.608167935935924	0.241355736689797	0.289241166420885	1
CHFR	0.680944867475722	0.319055132524278	2.7503157633423e-10	3.12600584635708e-09	5.07350748863755e-06
CHGA	0.385391873498147	0.614608126501853	0.281041836510571	0.328645246155975	1
